大分類名,工種名,細別名,基本歩掛名,所要日数作業単位_数量,所要日数作業単位_単位,歩掛作業単位_数量,歩掛作業単位_単位,名称,規格,単位,数量,摘要
河川海岸,浚渫工バックホウ浚渫船(ICT),バックホウ浚渫船 (ICT) (○○m²) 運転,,,,1,日,名称,D〇〇,日,1,機械損料
河川海岸,浚渫工バックホウ浚渫船(ICT),バックホウ浚渫船 (ICT) (○○m²) 運転,,,,1,日,名称,汚濁防止枠,供用日,1.53,必要に応じて計上 機械損料
河川海岸,浚渫工バックホウ浚渫船(ICT),バックホウ浚渫船 (ICT) (○○m²) 運転,,,,1,日,名称,諸 雑 費,式,1,
河川海岸,浚渫工バックホウ浚渫船(ICT),バックホウ浚渫船 (ICT) (○○m²) 運転,,,,1,日,名称,計,,,","
河川海岸,浚渫工バックホウ浚渫船(ICT),浚渫土揚土 (ICT),,,,1,日,名称,バックホウ (クローラ型)運転,標準 排出ガス対策型(2011年規制) 山積1.4m²(平積1.0m²),日,",表4.5 機械損料"
河川海岸,浚渫工バックホウ浚渫船(ICT),浚渫土揚土 (ICT),,,,1,日,名称,諸 雑費,式,I,
河川海岸,浚渫工バックホウ浚渫船(ICT),浚渫土揚土 (ICT),,,,1,日,名称,計,,,","
河川海岸,軟弱地盤上における柔構造樋門・樋管工,ブロック組立工,,,,1,ブロック,名称,土木一般世話役,人,,表4.1
河川海岸,軟弱地盤上における柔構造樋門・樋管工,ブロック組立工,,,,1,ブロック,名称,特殊作業員,11,,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,ブロック組立工,,,,1,ブロック,名称,普通作業員,17,,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,ブロック組立工,,,,1,ブロック,名称,トラッククレーン,油圧伸縮ジブ型 ○○t吊,日,",表4.1 機械賃料"
河川海岸,軟弱地盤上における柔構造樋門・樋管工,ブロック組立工,,,,1,ブロック,名称,諸 雑費,式,1,表4.1
河川海岸,軟弱地盤上における柔構造樋門・樋管工,ブロック組立工,,,,1,ブロック,名称,計,,,","
河川海岸,軟弱地盤上における柔構造樋門・樋管工,PCケーブル組立工,,,,10,ケーブル,名称,土木一般世話役,人,,表5.2
河川海岸,軟弱地盤上における柔構造樋門・樋管工,PCケーブル組立工,,,,10,ケーブル,名称,特殊 作業 員,,,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,PCケーブル組立工,,,,10,ケーブル,名称,普通 作業 員,,,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,PCケーブル組立工,,,,10,ケーブル,名称,諸 雑 費,式,1,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,PCケーブル組立工,,,,10,ケーブル,名称,計,,,","
河川海岸,軟弱地盤上における柔構造樋門・樋管工,グラウトエシース,,,,100,m,名称,土木一般世話 役,人,,表6.1
河川海岸,軟弱地盤上における柔構造樋門・樋管工,グラウトエシース,,,,100,m,名称,特殊 作業 員,,,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,グラウトエシース,,,,100,m,名称,普通 作業 員,,,
河川海岸,軟弱地盤上における柔構造樋門・樋管工,グラウトエシース,,,,100,m,名称,費,式,1,11
河川海岸,軟弱地盤上における柔構造樋門・樋管工,グラウトエシース,,,,100,m,名称,計,,,","
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,土木一般世話役,人,,表4.1
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,特殊 作業員,Π,,11
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,普通作業員,11,,
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,粗 朶,L=2.7m 45cm上がり60cm 200cm 上がり 55cm,東,","
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,クローラクレーン運転,「油圧駆動式ウインチ・ラチスジブ型 排出ガス対策型(第2次基準値) 50~55t吊,h,",表4.1 機械損料"
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,諸 雑 費,式,1,表4.1
,河川維持粗沈床工,連柴製作・沈床組立,,,,100,m²,名称,計,,,","
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,土木一般世話役,人,,表41
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,特殊 作業員,,,"\"" 河川維持粗沈床工"",沈床沈設・沈石投入100m²当り ,名称,普通作業 員,,,"
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,沈 石,8~30kg/個,,"式4.1,表4.3, 表4.4"
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,クローラクレーン運転,「油圧駆動式ウインチ・ラチスジブ型 排出ガス対策型(第2次基準値) 50~55t吊,h,",表4.1 機械損料"
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,バックホウ (クローラ型)運転,標準型。 「排出ガス対策型(2014年規制) 排出ガス 山積0.5m²(平積0.4m²),h,",表4.1 機械損料"
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,諸 雑 費,式,1,表4.1
,河川維持粗沈床工,沈床沈設・沈石投入,,,,100,m²,名称,計,,,","
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,土木一般世話役,人,,表4.2
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,特殊 作業員,,,
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,普通 作業員,,,
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,間 石,m²,,"式4.2,表4.5"
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,クローラ クレーン運転,「油圧駆動式ウインチ・ラチスジブ型 排出ガス対策型(第2次基準値) 50~55t吊,h,",表4.2 機械損料"
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,バックホウ (クローラ型)運転,標準型 排出ガス対策型(2014年規制) 山積0.5m²(平積0.4m²),"\"","",表4.2 機械損料",
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,諸 雑 費,式,1,表4.2
,河川維持粗沈床工,間詰石投入,,,,100,m³,名称,計,,,","
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,土木一般世話役,人,,表4.1
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,特殊作業員,11,,
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,普通作業員,#,#,
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,"かごマ ト (多段積型 ) 最上部[A-a, В-а, C-a]",m,$200\cdot\times(\frac{i}{n+c})$,"i:積段数 (O-a, O-b) c:根固め段数 (O-c) (): かごタイプ"
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,"かごマ ト (多段積型 ) 一般部[A-b, B-b, C-a]",11,$200\times(\frac{n}{n+c})$,
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,"かごマ ト (多段積型 ) 根 固め部 [A-c, В-с, С- ]",11,$200\times[\begin{matrix}&c\\ &n+c\end{matrix}]$,
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,中詰用石材,m,,"式5.1,表5.1"
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,吸出し防止材,t=10mm m,,式5.2.表5.1
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,ホウ ロー型運転,標準型・超低騒音型 排出ガス対策型(2014年規制) 山積0.8m²(平積0.6m²),日,",表4.1 機械賃料"
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,諸雑費,式,1,表4.1
河川維持かごマットエ,かごマットエ (多段積型),かごマット工(多段積型),,,,100,m²,名称,計,,,","
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,土木一般世話役,人,1×100/D,"表4.1,表4.2"
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,普通作業員,,3×100/D,
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,ブロックマット,m²,100,
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,アンカーピン,本,,表4.3
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,クロー ラ型運 転,標準型・クレーン機能付き・ 排出ガス対策型(第2次基準値) 山積0.8m²(平積0.6m²) 吊能力2.9t,日,"1×100/D,表4.2 機械賃料:"
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,諸 雑費,式,1,表4.4
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5m以下),,,,100,m²,名称,計,,,","
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,土木一般世話役,人,1×100/D,"表4.1,表4.2"
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,普通作業員,11,$5\times100/D$,
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,プロックマット,本,100,
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,アンカービン,,,表4.3
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,ラフテレーンクレーン,油圧伸縮ジブ型・ 排出ガス対策型(2014年規制) 25t吊,日,"1×100/D,表4.2 機械賃料"
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,諸 雑費,式,1,表4.4
河川維持かごマット工,ブロックマット工,ブロックマット工(最大法長5.5mを超え18m以下),,,,100,m²,名称,計,,,","
砂防コンクリート工,コンクリート工,木製型枠設置・撤去、ケレンはく離剤塗布作業,,,,100,m²,土木一般世話役,,人,,"表5.1,"
砂防コンクリート工,コンクリート工,木製型枠設置・撤去、ケレンはく離剤塗布作業,,,,100,m²,型わく工,,,,"表5.1,"
砂防コンクリート工,コンクリート工,木製型枠設置・撤去、ケレンはく離剤塗布作業,,,,100,m²,特殊作業員,,,,"表5.1,"
砂防コンクリート工,コンクリート工,木製型枠設置・撤去、ケレンはく離剤塗布作業,,,,100,m²,普通作業員,,,,"表5.1,"
砂防コンクリート工,コンクリート工,木製型枠設置・撤去、ケレンはく離剤塗布作業,,,,100,m²,ラフテレーンクレーン,油圧伸縮ジブ型・排出ガス対策型(2014年規制)。低騒音型・25t吊,日,,"表5.1 機械賃料,"
砂防コンクリート工,コンクリート工,木製型枠設置・撤去、ケレンはく離剤塗布作業,,,,100,m²,諸雑費,式,,1,"表5.1,"
砂防コンクリート工,コンクリート工,足場設置及び撤去 設置延長,,,,10,m,土木一般世話役,,人,,"表6.1,"
砂防コンクリート工,コンクリート工,足場設置及び撤去 設置延長,,,,10,m,とび工,,,,"表6.1,"
砂防コンクリート工,コンクリート工,足場設置及び撤去 設置延長,,,,10,m,普通作業員,,,,"表6.1,"
砂防コンクリート工,コンクリート工,足場設置及び撤去 設置延長,,,,10,m,諸雑費,式,,1,"表6.1,"
砂防コンクリート工,コンクリート工,一般部コンクリート打設,,,,100,m²,土木一般世話役,,人,,"表7.1,"
砂防コンクリート工,コンクリート工,一般部コンクリート打設,,,,100,m²,特殊作業員,,,,"表7.1,"
砂防コンクリート工,コンクリート工,一般部コンクリート打設,,,,100,m²,普通作業員,,,,"表7.1,"
砂防コンクリート工,コンクリート工,一般部コンクリート打設,,,,100,m²,コンクリート,,,,"式4.1,表4.1 現場コンクリート プラント使用は除く,"
砂防コンクリート工,コンクリート工,一般部コンクリート打設,,,,100,m²,ラフテレーンクレーン,油圧伸縮ジブ型 排出ガス対策型(2014年規制) 低騒音型 25t吊,日,,"表7.1 機械賃料,"
砂防コンクリート工,コンクリート工,一般部コンクリート打設,,,,100,m²,諸雑費,式,,1,"表7.1,"
砂防コンクリート工,コンクリート工,チッピング (岩盤面・打継面),,,,10,m²,土木一般世話役,,人,,"表7.2,"
砂防コンクリート工,コンクリート工,チッピング (岩盤面・打継面),,,,10,m²,特殊作業員,,,,"表7.2,"
砂防コンクリート工,コンクリート工,チッピング (岩盤面・打継面),,,,10,m²,普通作業員,,,,"表7.2,"
砂防コンクリート工,コンクリート工,チッピング (岩盤面・打継面),,,,10,m²,諸雑費,式,,1,"表7.2,"
砂防コンクリート工,コンクリート工,チッピング (既設堰堤腹付け面),,,,100,m²,土木一般世話役,,人,,"表7.3,"
砂防コンクリート工,コンクリート工,チッピング (既設堰堤腹付け面),,,,100,m²,普通作業員,,,,"表7.3,"
砂防コンクリート工,コンクリート工,チッピング (既設堰堤腹付け面),,,,100,m²,油圧式トンネル切削機 既設砂防堰堤 (チッピング用) 運転,"2,000kg級",日,,"表7.3,"
砂防コンクリート工,コンクリート工,チッピング (既設堰堤腹付け面),,,,100,m²,諸雑費,式,,1,","
砂防コンクリート工,コンクリート工,岩盤清掃,,,,10,m²,土木一般世話役,,人,,"表7.4,"
砂防コンクリート工,コンクリート工,岩盤清掃,,,,10,m²,特殊作業員,,,,"表7.4,"
砂防コンクリート工,コンクリート工,岩盤清掃,,,,10,m²,普通作業員,,,,"表7.4,"
砂防コンクリート工,コンクリート工,岩盤清掃,,,,10,m²,諸雑費,式,,1,"表7.4,"
砂防コンクリート工,コンクリート工,堤冠コンクリート打設,,,,10,m²,土木一般世話役,,人,,"表7.5,"
砂防コンクリート工,コンクリート工,堤冠コンクリート打設,,,,10,m²,特殊作業員,,,,"表7.5,"
砂防コンクリート工,コンクリート工,堤冠コンクリート打設,,,,10,m²,普通作業員,,,,"表7.5,"
砂防コンクリート工,コンクリート工,堤冠コンクリート打設,,,,10,m²,コンクリート,,m³,,"式4.1,表4.1 現場コンクリート プラント使用は除く,"
砂防コンクリート工,コンクリート工,堤冠コンクリート打設,,,,10,m²,ラフテレーンクレーン,油圧伸縮ジブ型 排出ガス対策型(2014年規制)。低騒音型 25t吊,日,,"表7.5 機械賃料,"
砂防コンクリート工,コンクリート工,堤冠コンクリート打設,,,,10,m²,諸雑費,式,,1,"表7.5,"
砂防コンクリート工,コンクリート工,止水板設置,,,,10,m,土木一般世話役,,人,,"表8.1,"
砂防コンクリート工,コンクリート工,止水板設置,,,,10,m,普通作業員,,,,"表8.1,"
砂防コンクリート工,コンクリート工,止水板設置,,,,10,m,止水板,塩化ビニル製・ゴム製,m,,"式8.1,表8.2,"
砂防コンクリート工,コンクリート工,止水板設置,,,,10,m,諸雑費,式,,1,","
砂防コンクリート工,コンクリート工,銘板設置,,,,1,枚,土木一般世話役,,人,,"表9.1,"
砂防コンクリート工,コンクリート工,銘板設置,,,,1,枚,普通作業員,,,,"表9.1,"
砂防コンクリート工,コンクリート工,銘板設置,,,,1,枚,銘板,,枚,1,","
砂防コンクリート工,コンクリート工,銘板設置,,,,1,枚,諸雑費,式,,1,"表9.1,"
砂防コンクリート工,コンクリート工 (ケーブルクレーン打設),コンクリート投入 (ケーブルクレーン),,,,100,m³,コンクリート,,,,"式3.1.表3.1,"
砂防コンクリート工,コンクリート工 (ケーブルクレーン打設),コンクリート投入 (ケーブルクレーン),,,,100,m³,ケーブルクレーン運転,両端固定・ディーゼル駆動式 定格荷重2.9t,h,100/Q,"機械損料,"
砂防コンクリート工,コンクリート工 (ケーブルクレーン打設),コンクリート投入 (ケーブルクレーン),,,,100,m³,諸雑費,式,,1,","
